"name";2007-05-05;2007-06-04;2007-07-04;2007-08-03;2007-09-02;2007-10-02;2007-11-01;2007-12-01;2007-12-31;2008-01-30;2008-02-29;2008-03-30;2008-04-29;2008-05-29;2008-06-28;2008-07-28;2008-08-27;2008-09-26;2008-10-26;2008-11-25;2008-12-25;2009-01-24;2009-02-23;2009-03-25;2009-04-24;2009-05-24;2009-06-23;2009-07-23;2009-08-22;2009-09-21;2009-10-21;2009-11-20;2009-12-20;2010-01-19;2010-02-18;2010-03-20;2010-04-19;2010-05-19;2010-06-18;2010-07-18;2010-08-17;2010-09-16;2010-10-16;2010-11-15;2010-12-15;2011-01-14;2011-02-13;2011-03-15;2011-04-14;2011-05-14;2011-06-13;2011-07-13;2011-08-12;2011-09-11;2011-10-11;2011-11-10;2011-12-10;2012-01-09;2012-02-08;2012-03-09;2012-04-08;2012-05-08;2012-06-07;2012-07-07;2012-08-06;2012-09-05;2012-10-05;2012-11-04;2012-12-04;2013-01-03;2013-02-02;2013-03-04;2013-04-03;2013-05-03;2013-06-02;2013-07-02;2013-08-01;2013-08-31;2013-09-30;2013-10-30;2013-11-29;2013-12-29;2014-01-28;2014-02-27;2014-03-29;2014-04-28;2014-05-28;2014-06-27;2014-07-27;2014-08-26;2014-09-25;2014-10-25;2014-11-24;2014-12-24;2015-01-23;2015-02-22;2015-03-24;2015-04-23;2015-05-23;2015-06-22;2015-07-22;2015-08-21;2015-09-20;2015-10-20;2015-11-19;2015-12-19;2016-01-18;2016-02-17;2016-03-18;2016-04-17;2016-05-17;2016-06-16;2016-07-16;2016-08-15;2016-09-14;2016-10-14;2016-11-13;2016-12-13;2017-01-12;2017-02-11;2017-03-13;2017-04-12;2017-05-12;2017-06-11;2017-07-11;2017-08-10;2017-09-09;2017-10-09;2017-11-08;2017-12-08;2018-01-07;2018-02-06;2018-03-08;2018-04-07;2018-05-07;2018-06-06;2018-07-06;2018-08-05;2018-09-04;2018-10-04;2018-11-03;2018-12-03;2019-01-02
"Dustin O'Halloran";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0015090528;0,021754089;0,059044677;0,083552422;0,089190553;0,088684285;0,088180891;0,087680354;0,087182658;0,086687787;0,086195726;0,085706457;0,085219966;0,084736236;0,084255252;0,083776998;0,087152105;0,099832717;0,11636527;0,12450157;0,12468385;0,12397611;0,12327239;0,12257266;0,12187691;0,12118511;0,12049723;0,11981326;0,11913317;0,11845694;0,11778455;0,11711597;0,11645119;0,11579019;0,11513293;0,11447941;0,1138296;0,11318347;0,11254101;0,1119022;0,11126702;0,11063544;0,11000744
"Ben Howard";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0060534802;0,02607212;0,049395046;0,06499943;0,066932882;0,066552954;0,080195438;0,11095911;0,13676641;0,14520132;0,14449923;0,14367902;0,14286346;0,14205253;0,14124621;0,14044446;0,13964726;0,13885459;0,13806641;0,13728271;0,13650346;0,13572863;0,1349582;0,13419215;0,13343044;0,13267306;0,13191997;0,13117116;0,1304266;0,12968626;0,12895013;0,12821818;0,12749038;0,12676671;0,12604715;0,12533168;0,12462027;0,12391289;0,12320953;0,12251016;0,12181476;0,12112331;0,12043579;0,11975216;0,11907242;0,11839653;0,11772448;0,11705625;0,11639181;0,11573114;0,11507422;0,11442103;0,11377155;0,11312575;0,11248362;0,11184514;0,11121028;0,11057902;0,10995135
"Hot Hot Heat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00016761433;0,0036672775;0,011536773;0,019202237;0,021969823;0,021845117;0,021721119;0,021597824;0,021475229;0,021353331;0,021232124;0,021111605;0,02099177;0,020872616;0,020754137;0,020836344;0,024213555;0,034632157;0,04593883;0,049899313;0,049616072;0,049334439;0,049054404;0,048775959;0,048499094;0,048223801;0,047950071;0,047677894;0,047407263;0,047138167;0,046870599;0,04660455;0,046340011;0,046076973;0,045815429;0,045555369;0,045296785;0,04503967;0,044784013;0,044529808;0,044277045;0,044025718;0,043775817;0,043527334;0,043280262;0,043034593;0,042790318;0,042547429;0,042305919;0,04206578;0,041827004;0,041589584;0,041353511;0,041118778;0,040885378;0,040653302;0,040422544;0,040193095;0,039964949;0,039738098;0,039512535;0,039288252;0,039065242;0,038843498;0,038623012;0,038403778;0,038185789;0,037969037;0,037753515;0,037539217;0,037326135;0,037114262;0,036903592;0,036694118;0,036485833;0,03627873;0,036072803;0,035868045;0,035664449;0,035462009;0,035260717;0,035060569;0,034861556;0,034663673;0,034466914;0,034271271;0,034076739;0,03388331;0,03369098;0,033499742;0,033309589;0,033120515;0,032932515;0,032745582;0,03255971;0,032374893;0,032191125;0,0320084;0,031826712;0,031646056;0,031466425;0,031287813;0,031110216;0,030933627;0,03075804;0,030583449;0,031508967;0,037787613;0,045434368;0,05038684;0,054408682;0,069904627;0,094045639;0,10775916;0,10966145
"RUN-DMC";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0269172;0,081015687;0,12879854;0,14434422;0,14370813;0,1428924;0,14208131;0,14127482;0,14047291;0,13967555;0,13888272;0,13809438;0,13731052;0,13653112;0,13575613;0,13498555;0,13421933;0,13345747;0,13269993;0,1319467;0,13119773;0,13045302;0,12971254;0,12897626;0,12824416;0,12751621;0,1267924;0,12607269;0,12535707;0,12464551;0,12393799;0,12323449;0,12253498;0,12183944;0,12114785;0,12046018;0,11977642;0,11909654;0,11842052;0,11774833;0,11707997;0,11641539;0,11575459;0,11509754;0,11444421;0,1137946;0,11314867;0,11250641;0,1118678;0,11123281;0,11060142;0,10997362;0,10934938;0,10872869
"Keith Kenniff";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013107902;0,012260048;0,034293188;0,050258385;0,055847088;0,065017434;0,076487242;0,083207944;0,084209764;0,083731769;0,083256486;0,082783901;0,082313999;0,081846764;0,081382182;0,080920236;0,081198746;0,08948153;0,10911457;0,12192474;0,12447353;0,12376699;0,12306446;0,12236591;0,12167133;0,12098069;0,12029398;0,11961116;0,11893222;0,11825713;0,11758587;0,11691842;0,11625477;0,11559487;0,11493873;0,11428631;0,11363759;0,11299255;0,11235118;0,11171345;0,11107933;0,11044882;0,10982188;0,10919851;0,10857867
"Eden weint im Grab";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0040070014;0,014764142;0,025923612;0,030245465;0,03212304;0,035699265;0,038342971;0,038742711;0,038522797;0,038304132;0,038086708;0,037870519;0,037655556;0,038731524;0,041905004;0,045499712;0,046817469;0,046759524;0,048503172;0,052616535;0,056397994;0,05759037;0,057263473;0,056938431;0,056615234;0,056293872;0,062026856;0,084274122;0,11241269;0,12794423;0,12966228;0,12892628;0,12819447;0,1274668;0,12674327;0,12602384;0,1253085;0,12459722;0,12388997;0,12318674;0,1224875;0,12179223;0,12110091;0,12041351;0,11973001;0,1190504;0,11837464;0,11770271;0,1170346;0,11637028;0,11570974;0,11505294;0,11439987;0,11375051;0,11310483;0,11246282;0,11182445;0,11118971;0,11055857;0,10993101;0,10930701;0,10868656;0,10806963;0,1074562;0,10684625;0,10623976;0,10563672;0,1050371;0,10444088;0,10384805;0,10325858;0,10267246;0,10208967;0,10151018;0,10093398;0,10036106;0,099791382;0,099224941;0,098661716;0,098101687;0,097544838;0,096991149;0,096440603;0,095893182;0,095348868;0,094807644;0,094269492;0,093734395;0,093202335;0,092673295;0,092147258;0,091624207;0,091104125;0,090586996;0,090072801;0,089561525;0,089053152;0,088547664;0,088045045;0,087545279;0,08704835;0,086554242;0,086062939;0,085574424;0,085088682;0,084605697;0,084125454;0,083647937;0,08317313;0,082701019;0,082231587;0,08176482;0,081300703;0,08083922;0,080380356;0,080450777;0,085910428;0,097460778;0,10613886;0,10846653
"Doctor P";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0049888276;0,017690836;0,03252754;0,039576817;0,039798996;0,039573087;0,03934846;0,039125108;0,038903024;0,038682201;0,038462631;0,038244308;0,038027223;0,037811371;0,037596745;0,037383336;0,037171139;0,036960146;0,036750351;0,036541747;0,037602786;0,048257436;0,076186924;0,093834797;0,096192181;0,09564617;0,095103258;0,094563428;0,094026662;0,093492944;0,092962254;0,092434577;0,091909895;0,091388192;0,09086945;0,090353652;0,089840782;0,089330823;0,088823759;0,088319573;0,087818249;0,087319771;0,086824122;0,087582216;0,092345041;0,098732172;0,10453852;0,11152452;0,12037957;0,12597547;0,12567033;0,124957;0,12424771;0,12354245;0,12284119;0,12214391;0,1214506;0,12076121;0,12007574;0,11939416;0,11871645;0,11804259;0,11737255;0,11670631;0,11604386;0,11538516;0,11473021;0,11407897;0,11343143;0,11278756;0,11214735;0,11151078;0,11087781;0,11024844;0,10962265;0,1090004;0,10838169
"Mudvayne";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00055800556;0,0033865172;0,007551931;0,01008487;0,010495238;0,010435664;0,010376429;0,010317529;0,010697524;0,014809285;0,023562688;0,031394132;0,034013119;0,033820052;0,033628081;0,033437199;0,033247401;0,033058681;0,032871032;0,032684447;0,032498922;0,03231445;0,032131025;0,031948642;0,031767293;0,031586974;0,031407678;0,031229401;0,031052135;0,030875875;0,030700616;0,030526351;0,030353076;0,030180785;0,030009471;0,02983913;0,029669755;0,029501342;0,029333885;0,029167379;0,029001817;0,028837196;0,028673509;0,028510751;0,028348917;0,028188001;0,028027999;0,027868905;0,027710714;0,027553421;0,029852971;0,038223053;0,049835015;0,054406968;0,054154224;0,053846831;0,053541183;0,05323727;0,052935082;0,052634609;0,052335842;0,052038771;0,051743386;0,051449677;0,051157636;0,050867252;0,050578517;0,050291421;0,050005954;0,049722108;0,049439873;0,04915924;0,048880199;0,048602743;0,048326862;0,048052546;0,047779788;0,047508578;0,047238908;0,046970768;0,04670415;0,046439045;0,046175446;0,045913342;0,045652727;0,04539359;0,045135925;0,044879722;0,044624974;0,044371671;0,044119807;0,043869371;0,043620358;0,043372758;0,043126563;0,042881766;0,042638358;0,042396332;0,04215568;0,041916394;0,041678466;0,041441889;0,047114443;0,057651726;0,067635563;0,08021151;0,09663686;0,10825979;0,10943115;0,10880999;0,10819236
"Alex Turner";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0041000493;0,021384082;0,041825961;0,052455218;0,053719335;0,053414411;0,053111217;0,052809745;0,059294406;0,075126089;0,091375437;0,098978199;0,098863354;0,098302181;0,097744193;0,097189372;0,096637701;0,096089162;0,095543735;0,095001405;0,094462153;0,093925963;0,093392815;0,092862694;0,092335582;0,091811463;0,091290318;0,090772131;0,090256886;0,089744565;0,089235152;0,088728631;0,088224985;0,087724198;0,087226254;0,086731136;0,086238828;0,085749315;0,08526258;0,085370363;0,091717183;0,10276072;0,11183344;0,11511537;0,11446195;0,11381224;0,11316621;0,11252385;0,11188514;0,11125005;0,11061857;0,10999067;0,10936633;0,10874554;0,10812827
"The Soul's Release";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013107902;0,012260048;0,034293188;0,050258385;0,054717731;0,062142404;0,073422975;0,081490066;0,083554765;0,083080487;0,082608901;0,082139993;0,081673745;0,081210145;0,080749176;0,080290823;0,080572906;0,088859242;0,10849582;0,1213095;0,12386178;0,12315871;0,12245963;0,12176452;0,12107335;0,12038611;0,11970277;0,11902331;0,1183477;0,11767593;0,11700797;0,1163438;0,11568341;0,11502676;0,11437384;0,11372462;0,11307909;0,11243723;0,11179901;0,11116441;0,11053341;0,109906;0,10928214;0,10866183;0,10804504
"Niklas Aman";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013107902;0,012260048;0,034293188;0,050258385;0,054717731;0,062142404;0,073422975;0,081490066;0,083554765;0,083080487;0,082608901;0,082139993;0,081673745;0,081210145;0,080749176;0,080290823;0,080572906;0,088859242;0,10849582;0,1213095;0,12386178;0,12315871;0,12245963;0,12176452;0,12107335;0,12038611;0,11970277;0,11902331;0,1183477;0,11767593;0,11700797;0,1163438;0,11568341;0,11502676;0,11437384;0,11372462;0,11307909;0,11243723;0,11179901;0,11116441;0,11053341;0,109906;0,10928214;0,10866183;0,10804504
"Ciaran Lavery";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0037488396;0,02051593;0,047985423;0,074534257;0,08905404;0,09315416;0,09268645;0,092160339;0,098421637;0,11403122;0,13005974;0,13744292;0,13710974;0,13633147;0,13555761;0,13478816;0,13402306;0,13326232;0,13250589;0,13175375;0,13100588;0,13026226;0,12952286;0,12878765;0,12805662;0,12732974;0,12660699;0,12588833;0,12517376;0,12446324;0,12375676;0,12305428;0,1223558;0,12166127;0,12097069;0,12028403;0,11960127;0,11892239;0,11824735;0,11757615;0,11690876;0,11624516;0,11558532;0,11492923;0,11427686;0,1136282;0,11298321;0,11234189;0,11170421;0,11107015;0,11043969;0,10981281;0,10918948;0,1085697;0,10795343
"The Verve";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00060003525;0,011083082;0,042688302;0,076955753;0,089182664;0,088676441;0,091390538;0,099598901;0,10820939;0,11190014;0,11159467;0,11096123;0,11033139;0,10970512;0,1090824;0,10846323;0,10784756;0,10723539;0,1066267;0,10602146;0,10541965;0,10482126;0,10433024;0,10729123;0,11373464;0,11995294;0,12200291;0,12131039;0,1206218;0,11993712;0,11925633;0,1185794;0,11790631;0,11723705;0,11657158;0,11590989;0,11715109;0,12161104;0,12674301;0,12918086;0,12877398;0,12804303;0,12731623;0,12659355;0,12587497;0,12516047;0,12445003;0,12374362;0,12304122;0,12234281;0,12164836;0,12095785;0,12027127;0,11958858;0,11890976;0,1182348;0,11756367;0,11689635;0,11623282;0,11557305;0,11491703;0,11426473;0,11361613;0,11297122;0,11232997;0,11169236;0,11272867;0,11785287;0,12407996;0,12734639;0,12729471;0,12657215;0,1258537;0,12513932;0,124429;0,12372271;0,12302043;0,12232213;0,1216278;0,12093741;0,12025094;0,11956837;0,11888967;0,11821482;0,1175438;0,11687659;0,11621317;0,11555352;0,11489761;0,11424542;0,11359694;0,11295213;0,11231099;0,11167348;0,11103959;0,11040931;0,10978259;0,10915944;0,10853982;0,10792373
"Santigold";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00078040078;0,0085329167;0,025287331;0,037183912;0,039610351;0,039385513;0,039161951;0,038939657;0,038718626;0,03849885;0,038280321;0,038063032;0,037846977;0,037632148;0,037418538;0,037206141;0,03699495;0,036784957;0,036576157;0,036368541;0,036162104;0,035956839;0,035752739;0,035549798;0,035348008;0,035147364;0,034947859;0,034749486;0,034552239;0,034356112;0,034161098;0,033967191;0,033774385;0,033582673;0,033392049;0,033202508;0,033014042;0,032826646;0,032640314;0,032455039;0,032270816;0,032087639;0,031905501;0,031724398;0,031544322;0,031365269;0,031187232;0,031010205;0,030834183;0,030659161;0,030485132;0,030312091;0,030140032;0,035768898;0,063608518;0,1075727;0,13235184;0,13501736;0,13425097;0,13348893;0,13273121;0,13197779;0,13122866;0,13048377;0,12974311;0,12900666;0,12827438;0,12754626;0,12682228;0,1261024;0,12538662;0,12467489;0,1239672;0,12326354;0,12256386;0,12186816;0,1211764;0,12048858;0,11980465;0,11912461;0,11844843;0,11777609;0,11710756;0,11644283;0,11578187;0,11512466;0,11447119;0,11382142;0,11317534;0,11253293;0,11189416;0,11125903;0,11062749;0,10999954;0,10937516;0,10875432;0,108137;0,10752319
"Marteria feat. Jan Delay";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0012416542;0,016448064;0,043497061;0,063954058;0,071407747;0,071084363;0,07068087;0,070279668;0,069880743;0,069484082;0,069089673;0,068697503;0,068307559;0,067919828;0,067534298;0,067150956;0,066769791;0,07034968;0,082152731;0,093684252;0,097360606;0,097101143;0,096549973;0,096001931;0,095457;0,094915162;0,0943764;0,093840696;0,093308033;0,095762443;0,10416504;0,11349297;0,11916166;0,11957501;0,11889627;0,11822138;0,11755033;0,11688308;0,11621963;0,11555993;0,11490399;0,11425176;0,11360324;0,1129584;0,11231722;0,11167968;0,11104576;0,11041544;0,10978869;0,1091655;0,10854585;0,10792972;0,10731708
"bongostan";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0003818317;0,0059488736;0,017388345;0,031070777;0,038114579;0,037898232;0,037683112;0,041811612;0,053223398;0,065018338;0,071129738;0,071329981;0,070925094;0,070522505;0,070122202;0,069724171;0,069328399;0,068934873;0,074564111;0,094866447;0,11788699;0,13017864;0,13156026;0,13081349;0,13007096;0,12933265;0,12859852;0,12786857;0,12714275;0,12642106;0,12570346;0,12498994;0,12428046;0,12357501;0,12287357;0,12217611;0,12148261;0,12079304;0,12010739;0,11942563;0,11874774;0,1180737;0,11740348;0,11673707;0,11607444;0,11541558;0,11476045;0,11410904;0,11346133;0,11281729;0,11217691;0,11154017;0,11090704;0,1102775;0,10965154;0,10902913;0,10841025;0,10779489;0,10718302
"The Postal Service";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00024959431;0,0031466099;0,013081151;0,037288657;0,075293839;0,10640767;0,11937136;0,13068626;0,14184261;0,14558742;0,14476103;0,14393933;0,1431223;0,1423099;0,14150211;0,14069891;0,13990027;0,13910616;0,13831656;0,13753144;0,13675077;0,13597454;0,13520272;0,13443527;0,13367218;0,13291343;0,13215898;0,13140881;0,1306629;0,12992123;0,12918376;0,12845048;0,12772136;0,12699639;0,12627552;0,12555875;0,12484605;0,12413739;0,12343276;0,12273212;0,12203546;0,12134276;0,12065399;0,11996912;0,11928815;0,11861104;0,11793777;0,11726833;0,11660269;0,11594082;0,11528271;0,11462834;0,11397768;0,11333071;0,11268742;0,11204778;0,11141177;0,11077936;0,11015055;0,10952531;0,10890362;0,10828545;0,1076708;0,10705963
"Static-X";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,012420993;0,046880033;0,083484645;0,10058218;0,10146734;0,10089138;0,1003187;0,099749265;0,099630254;0,1020359;0,10680807;0,11053061;0,11102401;0,11039381;0,10976719;0,10914412;0,10852459;0,10790858;0,10729606;0,10668703;0,10608144;0,1054793;0,10488057;0,10428524;0,10369329;0,1031047;0,10251946;0,10193753;0,10135891;0,10078357;0,1002115;0,099642671;0,099077074;0,098514688;0,097955494;0,097399474;0,09684661;0,096296884;0,095750279;0,095206777;0,094666359;0,094129009;0,093594709;0,093063442;0,092535191;0,092009938;0,091487667;0,09096836;0,090452001;0,089938572;0,089428058;0,088920442;0,088415708;0,087913838;0,087414817;0,086918629;0,086425257;0,085934685;0,085446899;0,084961881;0,084479616;0,084000088;0,083523283;0,083049184;0,082577776;0,082109044;0,081642972;0,081179546;0,080718751;0,080260571;0,079804992;0,079351999;0,078901577;0,078453712;0,078008389;0,077565594;0,077125312;0,080437765;0,093394104;0,10831905;0,1144358;0,11460623;0,1139557;0,11330886;0,11266569;0,11202617;0,11139028;0,110758;0,11012931;0,10950419;0,10888262;0,10826457;0,10765004;0,10703899
"Codes In The Clouds";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0013107902;0,012260048;0,034293188;0,050258385;0,054717731;0,062142404;0,073422975;0,081490066;0,083554765;0,083080487;0,082608901;0,082139993;0,081673745;0,081210145;0,080749176;0,080290823;0,081766348;0,09311144;0,11282548;0,1221541;0,12269447;0,12199802;0,12130553;0,12061697;0,11993232;0,11925155;0,11857465;0,11790159;0,11723235;0,11656691;0,11590525;0,11524734;0,11459317;0,11394271;0,11329594;0,11265285;0,1120134;0,11137758;0,11074538;0,11011676;0,10949171;0,10887021;0,10825223;0,10763776;0,10702679
"Don Diablo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0010328274;0,012719958;0,046930135;0,091887797;0,11221325;0,11455941;0,11390915;0,11326257;0,11261966;0,11198041;0,11134478;0,11071276;0,11008432;0,10945946;0,10883814;0,10822034;0,10760606;0,10699526;0,10638793;0,10578404;0,10518359;0,10458654;0,10399288;0,10340259;0,10281565;0,10223204;0,10165175;0,10107475;0,10050102;0,099930553;0,099363322;0,098799311;0,098238501;0,097680875;0,097126414;0,0965751;0,096026916;0,095481843;0,094939864;0,094400962;0,093865118;0,093332316;0,092802539;0,092275768;0,091751988;0,091231181;0,09071333;0,090198418;0,089686429;0,089177347;0,088671154;0,088167834;0,087667371;0,087169749;0,086674952;0,086182963;0,085693767;0,085207348;0,08472369;0,084242777;0,083764594;0,083289125;0,082816355;0,082346269;0,081878851;0,081414086;0,080951959;0,080492456;0,08003556;0,079581258;0,079129535;0,080138726;0,091058518;0,10366465;0,10930094;0,11007434;0,10944953;0,10882826;0,10821053;0,1075963;0,10698555
"Christina Aguilera";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001428678;0,0069349622;0,015970021;0,021963026;0,022400008;0,02227286;0,022146433;0,022020725;0,021895729;0,021771444;0,021647864;0,021524985;0,021402804;0,021281316;0,021160518;0,021040406;0,020920975;0,020802222;0,020684144;0,020566735;0,020449993;0,020333914;0,020218494;0,020103728;0,019989615;0,019876149;0,019763327;0,019651145;0,0195396;0,019428689;0,019318406;0,01920875;0,019099717;0,018991302;0,018883502;0,018776315;0,018669736;0,018563762;0,018458389;0,018353615;0,018249435;0,018145847;0,018042846;0,017940431;0,017838596;0,01773734;0,018112052;0,024770255;0,040808033;0,061687388;0,079563312;0,085984459;0,085496389;0,089740923;0,099312056;0,10665336;0,1094094;0,10914247;0,10852295;0,10790695;0,10729444;0,10668541
"Jamie T";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0043573049;0,018939892;0,036468039;0,044352276;0,045021794;0,044766239;0,044512135;0,044259473;0,044008245;0,043758443;0,043510059;0,043263085;0,043017513;0,042773335;0,042530543;0,042289129;0,042049085;0,041810404;0,041573078;0,041337099;0,041102459;0,040869151;0,040637168;0,040406501;0,040586316;0,049382225;0,079518003;0,11306519;0,12272306;0,12202646;0,1213338;0,12064508;0,11996027;0,11927935;0,11860229;0,11792907;0,11725968;0,11659408;0,11593226;0,1152742;0,11461988;0,11396927;0,11332235;0,1126791;0,11203951;0,11140354;0,11077119;0,11014242;0,10951723;0,10889558;0,10827746;0,10766285;0,10705173;0,10644408
